,F_Training_Image_Paths,B_Training_Image_Paths
416,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1856Cy 480.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1856Cy 480.jpg
417,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 800Cy 800.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 800Cy 800.jpg
418,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2036Cy 2164.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2036Cy 2164.jpg
419,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2652Cy 1344.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2652Cy 1344.jpg
420,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1712Cy 1004.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1712Cy 1004.jpg
421,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 432Cy 532.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 432Cy 532.jpg
422,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 64Cy 668.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 64Cy 668.jpg
423,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 292Cy 404.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 292Cy 404.jpg
424,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 76Cy 1504.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 76Cy 1504.jpg
425,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2604Cy 428.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2604Cy 428.jpg
426,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1224Cy 36.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1224Cy 36.jpg
427,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1856Cy 1076.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1856Cy 1076.jpg
428,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2000Cy 1892.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2000Cy 1892.jpg
429,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1540Cy 1288.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1540Cy 1288.jpg
430,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 820Cy 956.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 820Cy 956.jpg
431,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1632Cy 380.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1632Cy 380.jpg
432,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 572Cy 560.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 572Cy 560.jpg
433,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1448Cy 1984.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1448Cy 1984.jpg
434,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 264Cy 1372.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 264Cy 1372.jpg
435,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2820Cy 460.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2820Cy 460.jpg
436,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1624Cy 28.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1624Cy 28.jpg
437,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2864Cy 452.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2864Cy 452.jpg
438,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 100Cy 1052.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 100Cy 1052.jpg
439,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2592Cy 1060.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2592Cy 1060.jpg
440,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2708Cy 1816.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2708Cy 1816.jpg
441,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/15434 X 11 Y 15 Cx 120Cy 112.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/15434 X 11 Y 15 Cx 120Cy 112.jpg
442,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2192Cy 1244.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2192Cy 1244.jpg
443,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1136Cy 1588.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1136Cy 1588.jpg
444,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 528Cy 24.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 528Cy 24.jpg
445,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 652Cy 228.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 652Cy 228.jpg
446,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2280Cy 496.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2280Cy 496.jpg
447,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1016Cy 1048.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1016Cy 1048.jpg
448,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1352Cy 2168.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1352Cy 2168.jpg
449,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2480Cy 36.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2480Cy 36.jpg
450,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2672Cy 944.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2672Cy 944.jpg
451,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1004Cy 2048.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1004Cy 2048.jpg
452,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 252Cy 2164.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 252Cy 2164.jpg
453,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 20Cy 492.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 20Cy 492.jpg
454,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 76Cy 1672.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 76Cy 1672.jpg
455,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 52Cy 2160.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 52Cy 2160.jpg
456,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 732Cy 4.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 732Cy 4.jpg
457,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 736Cy 1708.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 736Cy 1708.jpg
458,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1048Cy 1984.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1048Cy 1984.jpg
459,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1448Cy 24.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1448Cy 24.jpg
460,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 628Cy 48.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 628Cy 48.jpg
461,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2392Cy 1248.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2392Cy 1248.jpg
462,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 956Cy 1192.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 956Cy 1192.jpg
463,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 44Cy 1576.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 44Cy 1576.jpg
464,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2128Cy 40.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2128Cy 40.jpg
465,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1528Cy 364.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1528Cy 364.jpg
466,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2760Cy 2020.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2760Cy 2020.jpg
467,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2216Cy 1468.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2216Cy 1468.jpg
468,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 68Cy 1152.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 68Cy 1152.jpg
469,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1292Cy 2144.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1292Cy 2144.jpg
470,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1960Cy 2148.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1960Cy 2148.jpg
471,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2440Cy 1948.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2440Cy 1948.jpg
472,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2644Cy 340.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2644Cy 340.jpg
473,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2692Cy 2132.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2692Cy 2132.jpg
474,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2536Cy 1672.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2536Cy 1672.jpg
475,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2032Cy 832.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2032Cy 832.jpg
476,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2232Cy 504.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2232Cy 504.jpg
477,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 372Cy 716.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 372Cy 716.jpg
478,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 312Cy 612.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 312Cy 612.jpg
479,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2788Cy 524.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2788Cy 524.jpg
480,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2796Cy 16.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2796Cy 16.jpg
481,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 908Cy 1740.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 908Cy 1740.jpg
482,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1896Cy 1620.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1896Cy 1620.jpg
483,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1404Cy 2060.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1404Cy 2060.jpg
484,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 16Cy 1008.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 16Cy 1008.jpg
485,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 264Cy 1368.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 264Cy 1368.jpg
486,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 860Cy 2024.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 860Cy 2024.jpg
487,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 28Cy 2164.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 28Cy 2164.jpg
488,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1168Cy 2120.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1168Cy 2120.jpg
489,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 152Cy 2020.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 152Cy 2020.jpg
490,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 536Cy 28.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 536Cy 28.jpg
491,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2024Cy 340.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2024Cy 340.jpg
492,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 80Cy 40.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 80Cy 40.jpg
493,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1688Cy 1748.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1688Cy 1748.jpg
494,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 976Cy 1128.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 976Cy 1128.jpg
495,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2708Cy 2080.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2708Cy 2080.jpg
496,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2308Cy 908.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2308Cy 908.jpg
497,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2200Cy 1712.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2200Cy 1712.jpg
498,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2848Cy 28.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2848Cy 28.jpg
499,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2856Cy 1140.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2856Cy 1140.jpg
500,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 884Cy 744.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 884Cy 744.jpg
501,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2088Cy 2092.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2088Cy 2092.jpg
502,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1748Cy 1456.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1748Cy 1456.jpg
503,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 444Cy 44.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 444Cy 44.jpg
504,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1744Cy 2004.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1744Cy 2004.jpg
505,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 176Cy 1420.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 176Cy 1420.jpg
506,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1660Cy 1556.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1660Cy 1556.jpg
507,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1668Cy 1016.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1668Cy 1016.jpg
508,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 504Cy 20.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 504Cy 20.jpg
509,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 996Cy 20.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 996Cy 20.jpg
510,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2788Cy 1796.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2788Cy 1796.jpg
511,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 684Cy 1476.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 684Cy 1476.jpg
512,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 780Cy 1392.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 780Cy 1392.jpg
513,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1768Cy 2172.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1768Cy 2172.jpg
514,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2308Cy 700.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2308Cy 700.jpg
515,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 48Cy 1548.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 48Cy 1548.jpg
516,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 936Cy 492.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 936Cy 492.jpg
517,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 88Cy 812.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 88Cy 812.jpg
518,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1048Cy 1768.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1048Cy 1768.jpg
519,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 852Cy 696.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 852Cy 696.jpg
